age,gender,occupation,line_of_work,time_bp,time_dp,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw,,time_bp,travel+work
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
33-40,Male,Working Professional,Teaching,9,11,0.5,2,3,0,0.5,0.5,0,0.5,0,1000,100,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
33-40,Male,Working Professional,Teaching,9,11,0.5,2,3,0,0.5,0.5,0,0.5,0,1000,100,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
33-40,Male,Working Professional,Teaching,9,11,0.5,2,3,0,0.5,0.5,0,0.5,0,1000,100,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
33-40,Male,Working Professional,Teaching,9,11,0.5,2,3,0,0.5,0.5,0,0.5,0,1000,100,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
33-40,Male,Working Professional,Teaching,9,11,0.5,2,3,0,0.5,0.5,0,0.5,0,1000,100,Complete Physical Attendance,No,,9,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
50-60,Female,Homemaker,,5,12,0.5,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1,1,1,0,1110,101,Work/study from home,Yes,,5,
50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1,1,1,1,1,1,1110,1,Complete Physical Attendance,No,,9,
33-40,Male,Working Professional,Teaching,9,11,0.5,2,3,0,0.5,0.5,0,0.5,0,1000,100,Complete Physical Attendance,No,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Engineering,9,9,1.5,3,5,0,0,0,0,0,0,1000,1111,Complete Physical Attendance,No,,9,
26-32,Male,Working Professional,Engineering,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Work/study from home,Yes,,9,
26-32,Male,Working Professional,Engineering,11,12,0.5,3,3,0,0,-1,-1,0,0,11,1010,Complete Physical Attendance,Maybe,,11,
26-32,Male,Entrepreneur,,5,5,0.5,3,4,-0.5,-1,0.5,0,0,0,1111,1101,Complete Physical Attendance,Yes,,5,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Engineering,9,9,1.5,3,5,0,0,0,0,0,0,1000,1111,Complete Physical Attendance,No,,9,
26-32,Male,Working Professional,Engineering,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Work/study from home,Yes,,9,
26-32,Male,Working Professional,Engineering,11,12,0.5,3,3,0,0,-1,-1,0,0,11,1010,Complete Physical Attendance,Maybe,,11,
26-32,Male,Entrepreneur,,5,5,0.5,3,4,-0.5,-1,0.5,0,0,0,1111,1101,Complete Physical Attendance,Yes,,5,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Engineering,9,9,1.5,3,5,0,0,0,0,0,0,1000,1111,Complete Physical Attendance,No,,9,
26-32,Male,Working Professional,Engineering,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Work/study from home,Yes,,9,
26-32,Male,Working Professional,Engineering,11,12,0.5,3,3,0,0,-1,-1,0,0,11,1010,Complete Physical Attendance,Maybe,,11,
26-32,Male,Entrepreneur,,5,5,0.5,3,4,-0.5,-1,0.5,0,0,0,1111,1101,Complete Physical Attendance,Yes,,5,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Engineering,9,9,1.5,3,5,0,0,0,0,0,0,1000,1111,Complete Physical Attendance,No,,9,
26-32,Male,Working Professional,Engineering,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Work/study from home,Yes,,9,
26-32,Male,Working Professional,Engineering,11,12,0.5,3,3,0,0,-1,-1,0,0,11,1010,Complete Physical Attendance,Maybe,,11,
26-32,Male,Entrepreneur,,5,5,0.5,3,4,-0.5,-1,0.5,0,0,0,1111,1101,Complete Physical Attendance,Yes,,5,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Engineering,9,9,1.5,3,5,0,0,0,0,0,0,1000,1111,Complete Physical Attendance,No,,9,
26-32,Male,Working Professional,Engineering,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Work/study from home,Yes,,9,
26-32,Male,Working Professional,Engineering,11,12,0.5,3,3,0,0,-1,-1,0,0,11,1010,Complete Physical Attendance,Maybe,,11,
26-32,Male,Entrepreneur,,5,5,0.5,3,4,-0.5,-1,0.5,0,0,0,1111,1101,Complete Physical Attendance,Yes,,5,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
26-32,Male,Working Professional,Engineering,9,9,1.5,3,5,0,0,0,0,0,0,1000,1111,Complete Physical Attendance,No,,9,
26-32,Male,Working Professional,Engineering,9,5,1.5,2,3,0.5,0.5,0.5,0.5,0.5,0.5,1001,100,Work/study from home,Yes,,9,
26-32,Male,Working Professional,Engineering,11,12,0.5,3,3,0,0,-1,-1,0,0,11,1010,Complete Physical Attendance,Maybe,,11,
26-32,Male,Entrepreneur,,5,5,0.5,3,4,-0.5,-1,0.5,0,0,0,1111,1101,Complete Physical Attendance,Yes,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
26-32,Male,Working Professional,Engineering,9,11,0.5,3,2,0.5,0.5,0.5,0.5,0,0,1111,110,Complete Physical Attendance,Maybe,,9,
26-32,Male,Working Professional,Engineering,11,12,1.5,2,2,0,0,0,-1,0,-0.5,1111,1100,Complete Physical Attendance,Yes,,11,
40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1,1,1,1,1,1,1100,1000,Work/study from home,Yes,,9,
33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0,-0.5,0.5,-0.5,0,100,1011,Complete Physical Attendance,Maybe,,5,
40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0,0,10,1,Complete Physical Attendance,Yes,,9,
26-32,Female,Homemaker,,5,12,0.5,3,5,-0.5,-1,-0.5,0,-0.5,-0.5,100,111,Complete Physical Attendance,Maybe,,5,
